poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,politician,politician_id,yes,no,alternate_answers
6b5c6be6-5add-4cd2-bea1-139cf4f29dc2,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391,YouGov,,,Nonprobability Panel,,US,4/17/26,4/20/26,,,,5acbd27f-2ac1-4a2a-9a95-4192f338a4a1,1553,rv,,rv,,4/21/26 9:22,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf,,,,,,,Donald Trump,,41,56,3
6b5c6be6-5add-4cd2-bea1-139cf4f29dc2,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391,YouGov,,,Nonprobability Panel,,US,4/17/26,4/20/26,,,,8ee9c246-e66e-4f23-9927-3b26621539a1,1707,a,,a,,4/21/26 9:22,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf,,,,,,,Donald Trump,,38,54,8
1f44eccf-b5c3-4a0c-91c6-c2e4731b1db0,3b65bd53-0347-48ff-a808-b054ac635dcc,Angus Reid Global,,,Angus Reid Global,13,Angus Reid Global,,,Nonprobability Panel,,US,4/15/26,4/20/26,,,,20139c78-777d-4776-ab93-cc85f1105691,1490,a,,a,,4/21/26 9:04,,https://angusreid.org/roiling-the-religious-right-two-thirds-of-christians-say-trumps-ai-generated-messiah-image-went-too-far/,,,,,,,Donald Trump,,35,59,7
60ad2a4a-7ed1-480c-afcc-5052b52f12b8,ae3b5ee9-8be5-4f3b-b117-6abf33720e63,American Research Group,,,American Research Group,9,American Research Group,,,Live Phone/Mail-to-Web,,US,4/16/26,4/20/26,,,,031b5263-5e7e-42a5-b1d5-8422e19c0b63,1100,a,,a,,4/21/26 8:53,,https://americanresearchgroup.com/,,,,,,,Donald Trump,,32,63,5
60ad2a4a-7ed1-480c-afcc-5052b52f12b8,ae3b5ee9-8be5-4f3b-b117-6abf33720e63,American Research Group,,,American Research Group,9,American Research Group,,,Live Phone/Mail-to-Web,,US,4/16/26,4/20/26,,,,4dfb62d7-7857-48af-8ae2-f54e2d75659b,1010,rv,,rv,,4/21/26 8:53,,https://americanresearchgroup.com/,,,,,,,Donald Trump,,32,64,
60351ea6-4304-49cc-b7f5-b95119a69b09,932da08a-7f8a-48e3-a92a-c443c039fbd1,Echelon Insights,081b7728-ea9b-4981-bced-4888c76f94bc,NetChoice,Echelon Insights,407,Echelon Insights,,,Text-to-Web/Nonprobability Panel,,US,4/3/26,4/9/26,,,,d0e2fcea-5472-45fb-95b8-e3476efb4f8c,2880,lv,,lv,,4/21/26 8:19,,https://netchoice.org/new-72-of-americans-want-regulators-to-focus-on-lowering-prices-ahead-of-midterms-not-punishing-success/,,,,,,,Donald Trump,,43,56,2
d0bef321-15bf-4ee3-822b-fd0ac58248b1,a6ab99b0-9d30-4a77-bbe7-03c9a3566a22,Ipsos,3dc40107-581b-4428-94a4-00d603640476,Reuters,Ipsos,154,Ipsos,,,Probability Panel,,US,4/15/26,4/20/26,,,,bd7692fc-0112-4081-8b4c-c63dc3d9b836,4557,a,,a,,4/21/26 7:44,,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/,,,,,,,Donald Trump,,36,62,2
0f079c33-b59f-47e1-b47a-4a0dc9834c7e,d64047d4-d15f-4b8d-8d37-714001c5f4f5,Verasight,3b7bcad0-2c0d-43e6-a3fb-2f2c7a55b5bb,Strength In Numbers,Verasight,774,,,,,,US,4/10/26,4/14/26,,,,21d6df6d-78d0-47f5-a80b-12aa6af2190a,1514,a,,a,,4/21/26 7:29,,https://www.gelliottmorris.com/p/2026-04-21-april-strength-in-numbers-verasight-poll,,,,,,,Donald Trump,,35,61,3
810644c0-2925-401c-89e3-f50b02df2150,4bc528cc-f55c-4f8b-8c90-adfe09f46c76,Morning Consult,,,Morning Consult,218,Morning Consult,,,,,US,4/17/26,4/20/26,,,,a1ae0858-adc4-4713-b159-90b5abbd59f5,2203,rv,,rv,,4/20/26 16:49,,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,,,,,,,Donald Trump,,44.48,52.83,2.74
462daf7c-4031-4a5f-b1eb-7d5e7b332af6,9268c8ab-c57b-43d1-8541-c6047caab802,John Zogby Strategies,,,John Zogby Strategies,583,John Zogby Strategies,,,,,US,4/17/26,4/18/26,,,,53452085-7cac-4fc8-9239-af479e658ce0,1001,lv,,lv,,4/20/26 12:57,,https://johnzogbystrategies.com/brand-new-zogby-poll-amid-war-confusion-04-20-26/,,,,,,,Donald Trump,,43,55,
f12cf669-99c7-4f73-aacf-b3dcb5a49f37,c429da10-5aa0-445e-9800-039c0a295b43,SurveyMonkey,4678387e-860f-4e2a-901e-183baf18cf83,NBC News Decision Desk,SurveyMonkey,324,SurveyMonkey,,,,,US,3/30/26,4/13/26,,,,e9f4a687-96dd-447b-b8cc-bb465623498e,32433,a,,a,,4/19/26 9:08,,https://www.nbcnews.com/politics/donald-trump/poll-trumps-approval-rating-hits-second-term-low-economy-iran-war-rcna331462,,,,,,,Donald Trump,,37,63,
dbb8c27a-03de-4ced-976f-3ac58f37f80b,ae31ea8f-0d54-476d-ab98-61b258a0a986,RMG Research,62ca8b2a-418d-46f9-8c64-1f4a14ba3a80,Napolitan News Service,RMG Research,555,RMG Research,,,,,US,4/8/26,4/15/26,,,,781622b6-f78f-4fe8-809b-aeb86de425b6,3000,rv,,rv,,4/17/26 9:23,,https://napolitannews.org/assets/pdfs/69e231dc745a3-gcm26-0415-toplines-trump-job-approval.pdf,,,,,,,Donald Trump,,45,53,2
10c57424-6bde-48ad-9684-a170c3a2cd0a,daec1c64-6ced-4bd1-992a-bf7e95b32f74,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,,,Live Phone,,US,4/9/26,4/13/26,,,,3c491569-5342-4805-b65a-c98b99c1e1e9,1028,rv,,rv,,4/15/26 14:03,,https://poll.qu.edu/poll-release?releaseid=3956,,,,,,,Donald Trump,,38,55,7
abe343f9-95fb-4bd6-bd06-8800b3d352e0,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391,YouGov,,,Nonprobability Panel,,US,4/10/26,4/13/26,,,,4dd0abd3-a83a-4951-8d45-229acf305824,1573,rv,,rv,,4/14/26 8:53,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf,,,,,,,Donald Trump,,41,58,2
abe343f9-95fb-4bd6-bd06-8800b3d352e0,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391,YouGov,,,Nonprobability Panel,,US,4/10/26,4/13/26,,,,b0bd20dc-5a27-4ad2-b7e8-ac774198ab31,1748,a,,a,,4/14/26 8:53,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf,,,,,,,Donald Trump,,38,56,6
27cc405f-bac3-4e0e-bd57-d63137cf4b65,6d5f6726-ef9e-4266-b71a-e0ebe3d1bc0b,Yale University Institution for Social and Policy Studies,,,Yale University Institution for Social and Policy Studies,872,Yale University Institution for Social and Policy Studies,,,,,US,3/9/26,3/23/26,,,,a623cb4a-4089-4d84-9050-da42c906be33,3427,rv,,rv,,4/13/26 8:02,,https://youthpoll.yale.edu/spring-2026-results,,,,,,,Donald Trump,,41.7,56.2,2
ea827b97-294b-4914-b9b7-996f31400a9a,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,ca805caf-4575-43dd-b894-c0de3467b2fb,CBS News,YouGov,391,YouGov,,,Nonprobability Panel,,US,4/8/26,4/10/26,,,,687af77a-46d5-4e9e-9645-69a3abb38a1c,2373,a,,a,,4/12/26 9:14,,https://www.cbsnews.com/news/iran-war-opinion-poll-2026-04-12/,,,,,,,Donald Trump,,39,61,
192f13f3-8fd0-42d1-97a6-42427c0f727d,ae31ea8f-0d54-476d-ab98-61b258a0a986,RMG Research,62ca8b2a-418d-46f9-8c64-1f4a14ba3a80,Napolitan News Service,RMG Research,555,RMG Research,,,,,US,4/1/26,4/9/26,,,,a626556c-c9e8-44a7-8dc2-6101ace0467d,4000,rv,,rv,,4/10/26 9:50,,https://napolitannews.org/assets/pdfs/69d8f27ee391c-gcm26-0408-toplines-trump-job-approval.pdf,,,,,,,Donald Trump,,45,54,1
cf183321-a759-4506-8ed9-80b32fdd6a8d,2df67459-2691-479a-8c87-f98549fe2429,J.L. Partners,c3aee16d-168b-4940-9cd9-e599de894f92,DailyMail.com,J.L. Partners,619,J.L. Partners,,,,,US,4/8/26,4/8/26,,,,f54748fa-ffab-499e-9f03-017657f2c53a,1013,rv,,rv,,4/10/26 8:19,,https://www.dailymail.co.uk/news/article-15718939/Trump-approval-sinks-Iran-war-prices-weigh-voters.html,,,,,,,Donald Trump,,38.84,52.22,8.94
d2003e23-3a8c-48f7-a1db-f8973230d6f4,b54cc6ce-44ae-433f-918f-70b60749c91a,Winston Group,0b58e143-3d5c-4189-b128-1ad8b3c57fc9,Winning the Issues,Winston Group,385,The Winston Group,,,,,US,3/15/26,3/17/26,,,,2ed6e5cc-ae4b-45ae-a962-b60e1d5eeffd,1000,rv,,rv,,4/9/26 16:32,,https://www.winningtheissues.org/wp-content/uploads/2026/04/March-2026-Winning-the-Issues-Survey.pdf,,,,,,REP,Donald Trump,,37,58,5
127ee882-d6e9-42f7-a42b-36a630afa1f8,4bc528cc-f55c-4f8b-8c90-adfe09f46c76,Morning Consult,,,Morning Consult,218,Morning Consult,,,,,US,4/3/26,4/5/26,,,,7e8fc29e-88a2-40a3-a120-5ee7d50e9a5b,2200,rv,,rv,,4/9/26 15:18,,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,,,,,,,Donald Trump,,44.87,51.74,3.4
cc66ac94-0e9b-4a5a-bcb9-2d333a06aef1,5f397f40-11d9-4ff7-b214-498f71cbb855,University of Massachusetts Lowell Center for Public Opinion/YouGov,,,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,,,Nonprobability Panel,,US,3/26/26,3/30/26,,,,e540eb88-1dbb-400a-b03b-5209b0ab1f4f,1000,a,,a,,4/9/26 14:04,,https://www.uml.edu/Research/public-opinion/polls/default.aspx,,,,,,,Donald Trump,,39,61,
1f79e470-b286-4f48-a566-bbf5975f9088,4bc528cc-f55c-4f8b-8c90-adfe09f46c76,Morning Consult,,,Morning Consult,218,Morning Consult,,,,,US,4/1/26,4/7/26,,,,e4e371f3-b943-44ee-9053-7eb45b1f3a75,,a,,a,,4/8/26 10:54,,https://pro.morningconsult.com/trackers/global-leader-approval,,,,,,,Donald Trump,,38,57,6
cb36bd4e-076c-42c2-817a-ebbb4e7d4eef,72908461-a4cf-42da-9ef4-f4299cc7b9d8,Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),,,Nonprobability Panel,,US,4/2/26,4/6/26,,,,6eb64673-56d5-4e84-9f28-3ffc4fa55638,1000,rv,,rv,,4/8/26 7:14,,https://navigatorresearch.org/americans-blame-trump-for-rising-gas-prices/,,,,,,,Donald Trump,,40,58,2
fbc240c1-ab36-47d7-9f4b-c4f8a0f1a3c9,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391,YouGov,,,Nonprobability Panel,,US,4/3/26,4/6/26,,,,b389848a-602a-4a55-ac61-9096bd5a8f65,1750,a,,a,,4/7/26 9:31,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_MDkgmnK.pdf,,,,,,,Donald Trump,,38,55,7
fbc240c1-ab36-47d7-9f4b-c4f8a0f1a3c9,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391,YouGov,,,Nonprobability Panel,,US,4/3/26,4/6/26,,,,db4e7fdf-469e-40c6-9ad5-71f4c2c06d30,1560,rv,,rv,,4/7/26 9:31,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_MDkgmnK.pdf,,,,,,,Donald Trump,,41,56,2
ddf19137-1acf-4267-bb97-c69a35239d0c,bd236cc6-142b-4003-897f-7feb32f74126,Lake Research Partners,84b12658-444e-4555-af3c-d99f165093c9,Free Speech For People,Lake Research Partners,165,Lake Research Partners,,,Live Phone/Text-to-Web,,US,3/26/26,3/30/26,,,,f35bcac5-fa5a-42e1-b974-d05716c2ce28,800,lv,,lv,,4/7/26 8:33,,https://freespeechforpeople.org/new-national-poll-majority-of-voters-support-impeaching-donald-trump-just-14-months-into-his-term/,,,,,,,Donald Trump,,38,57,6
7f61071f-0562-4c31-bbf4-0dbdace7a505,b0b42ed9-f490-419e-942f-af97e2cda604,TIPP Insights,e675f835-fdcd-4e92-b5ae-fc65092da4b7,Issues & Insights,TIPP Insights,144,TIPP Insights,,,,,US,3/31/26,4/2/26,,,,6ad6a3fa-ec59-4664-938f-8c1d54a0091e,1464,a,,a,,4/7/26 7:29,,https://issuesinsights.com/2026/04/07/trumps-popularity-took-a-hit-in-april-is-iran-war-reason-why-or-something-else-ii-tipp-poll/,,,,,,,Donald Trump,,39,53,8
